1	12 
2	3 
3	2 
4	3 
5	2 
6	11 
7	6 
8	8 
9	6 
10	5 
11	4 
12	9 
13	8 
14	2 
15	10 
16	2 
17	5 8 
18	3 
19	9 
20	8 
21	2 
22	8 
23	2 
24	10 
25	5 
26	9 
27	10 
28	11 
29	2 
30	10 
31	12 
32	5 
33	2 
34	11 
35	9 
36	6 
37	3 
38	1 
39	9 
40	9 
41	4 
42	3 
43	2 
44	7 
45	9 
46	9 
47	3 
48	1 
49	3 
50	12 
51	2 
52	6 
53	10 
54	4 
55	2 
56	7 
57	5 
58	1 
59	12 
60	2 
61	4 
62	7 
63	7 
64	3 
65	1 
66	8 
67	3 9 
68	11 
69	5 
70	6 
71	4 
72	12 
73	8 
74	1 
75	6 
76	2 
77	1 
78	2 
79	4 
80	6 
81	2 
82	9 
83	8 
84	5 
85	11 
86	2 
87	4 6 
88	11 
89	2 
90	1 
91	1 9 
92	11 
93	5 
94	6 
95	6 
96	7 
97	7 9 
98	3 
99	1 4 
100	10 
101	4 11 
102	12 
103	4 
104	3 
105	3 
106	3 
107	1 
108	3 
109	7 
110	9 
111	10 
112	11 
113	8 
114	2 
115	10 
116	4 
117	11 
118	3 
119	9 
120	10 
121	8 
122	7 
123	6 
124	6 
125	8 
126	8 
127	4 
128	11 
129	12 
130	7 
131	10 
132	11 
133	3 
134	2 
135	8 
136	7 
137	2 4 
138	7 
139	12 
140	11 
141	9 
142	1 
143	8 
144	3 
145	8 
146	9 
147	4 
148	11 
149	6 
150	5 
151	6 
152	1 
153	12 
154	3 
155	6 
156	7 
157	12 
158	5 
159	6 
160	4 
161	5 
162	2 9 
163	7 
164	4 
165	11 
166	7 
167	2 
168	12 
169	7 
170	3 6 
171	3 
172	6 
173	12 
174	3 
175	8 
176	11 
177	11 
178	10 
179	6 10 
180	5 
181	1 10 
182	8 
183	8 
184	7 
185	2 
186	12 
187	12 
188	3 
189	1 
190	11 
191	6 
192	1 
193	6 
194	1 
195	3 
196	4 
197	9 
198	8 
199	4 
200	12 
201	12 
202	11 
203	10 
204	10 
205	3 12 
206	5 
207	7 
208	8 
209	10 
210	6 
211	7 
212	1 
213	12 
214	2 9 
215	11 
216	3 
217	7 
218	3 
219	8 
220	3 
221	7 
222	7 
223	10 
224	7 
225	4 
226	3 
227	5 
228	1 
229	3 9 
230	7 
231	5 
232	5 6 
233	10 
234	9 
235	3 
236	12 
237	8 
238	1 
239	6 
240	8 
241	7 
242	3 
243	1 
244	8 
245	12 
246	2 
247	2 
248	4 
249	2 
250	9 
251	6 
252	7 
253	7 8 
254	9 
255	8 11 
256	5 
257	12 
258	3 
259	9 
260	11 
261	10 
262	8 
263	5 12 
264	9 
265	1 
266	6 
267	1 11 
268	4 
269	4 
270	9 
271	4 10 
272	6 
273	1 
274	1 
275	1 
276	1 
277	10 
278	10 
279	1 
280	1 
281	4 
282	7 10 
283	9 10 
284	12 
285	11 
286	11 
287	4 
288	4 
289	4 
290	7 
291	6 
292	11 
293	4 
294	2 
295	5 
296	10 
297	5 
298	12 
299	1 12 
300	12 
301	12 
302	2 
303	4 
304	1 
305	12 
306	9 
307	4 
308	1 
309	9 
310	1 
311	8 
312	7 
313	2 
314	8 
315	8 
316	1 
317	6 
318	3 
319	6 
320	3 
321	8 
322	2 
323	12 
324	6 
325	9 
326	10 
327	10 
328	3 
329	7 
330	2 
331	6 
332	4 
333	5 
334	7 
335	12 
336	6 
337	3 9 
338	12 
339	3 
340	10 
341	9 
342	5 
343	4 
344	7 
345	2 9 
346	5 12 
347	11 
348	7 
349	7 11 
350	8 
351	7 
352	2 
353	3 
354	2 
355	10 
356	1 
357	2 
358	6 
359	9 
360	6 
361	4 
362	4 
363	3 5 
364	8 9 
365	10 
366	1 
367	1 
368	11 
369	9 
370	11 
371	12 
372	5 
373	7 12 
374	7 
375	1 
376	7 
377	6 
378	1 2 
379	12 
380	1 
381	1 
382	4 
383	7 
384	9 
385	9 
386	4 
387	6 
388	10 
389	11 
390	9 
391	8 
392	6 
393	11 
394	6 
395	1 
396	5 
397	7 
398	4 5 
399	12 
400	8 
401	3 
402	10 
403	1 
404	4 
405	11 
406	2 
407	1 
408	8 
409	12 
410	2 5 
411	8 
412	12 
413	6 
414	12 
415	5 
416	2 
417	11 
418	2 
419	4 
420	4 
421	1 
422	1 
423	3 
424	6 
425	7 11 
426	6 
427	10 
428	4 
429	7 
430	3 
431	9 
432	9 12 
433	9 
434	3 
435	3 
436	12 
437	2 
438	5 
439	8 
440	3 
441	3 
442	2 5 
443	1 
444	3 
445	5 
446	8 
447	9 
448	8 
449	2 
450	6 
451	5 
452	1 
453	11 
454	2 9 
455	12 
456	9 
457	8 
458	5 
459	7 
460	8 
461	3 
462	5 
463	6 7 
464	1 
465	5 
466	11 
467	5 
468	9 
469	6 
470	6 
471	8 
472	3 
473	10 
474	4 
475	7 
476	9 
477	11 
478	5 
479	7 
480	6 
481	10 
482	9 
483	2 
484	2 
485	11 
486	5 
487	7 
488	5 
489	6 
490	4 
491	4 
492	9 
493	4 
494	6 
495	8 
496	10 
497	2 
498	6 
499	4 
500	9 
501	1 
502	8 
503	4 
504	3 
505	4 
506	4 6 
507	5 
508	5 
509	9 
510	10 
511	9 
512	1 
513	12 
514	11 
515	6 
516	12 
517	5 
518	2 12 
519	8 
520	9 
521	12 
522	3 9 
523	8 
524	6 
525	4 
526	11 
527	12 
528	7 
529	1 
530	11 
531	8 
532	9 
533	11 
534	12 
535	9 
536	5 
537	3 
538	1 
539	12 
540	1 
541	1 7 
542	1 
543	11 
544	3 
545	12 
546	1 
547	11 
548	10 
549	5 
550	1 
551	1 
552	7 
553	1 
554	5 
555	10 
556	2 12 
557	10 
558	9 
559	6 
560	9 
561	4 
562	3 
563	2 
564	4 
565	8 
566	10 
567	6 
568	6 
569	7 
570	8 
571	10 
572	6 
573	5 
574	5 7 
575	9 
576	3 
577	12 
578	8 
579	2 
580	4 
581	5 
582	4 10 
583	9 
584	6 
585	9 
586	4 11 
587	3 
588	3 12 
589	3 
590	7 
591	3 
592	10 
593	7 
594	6 
595	11 
596	12 
597	7 
598	5 
599	7 
600	3 
601	6 
602	8 
603	10 
604	9 
605	4 
606	3 
607	12 
608	7 
609	7 
610	12 
611	10 
612	1 
613	9 
614	11 
615	8 
616	4 
617	11 
618	4 7 
619	9 10 
620	9 
621	2 
622	11 
623	11 
624	8 
625	2 7 
626	5 
627	12 
628	6 
629	6 
630	12 
631	5 
632	10 
633	11 
634	10 12 
635	4 
636	7 
637	3 
638	11 
639	7 
640	9 
641	7 
642	1 
643	4 
644	4 11 
645	1 
646	3 
647	2 10 
648	2 
649	9 
650	6 
651	9 
652	6 
653	4 
654	8 
655	11 
656	12 
657	4 
658	3 
659	9 
660	10 
661	3 5 
662	7 12 
663	8 
664	2 
665	6 
666	12 
667	10 
668	5 
669	9 
670	3 
671	3 
672	12 
673	4 
674	1 
675	1 
676	1 
677	10 
678	12 
679	11 
680	5 
681	11 
682	5 
683	8 
684	5 
685	5 
686	2 
687	3 
688	7 
689	12 
690	6 
691	10 
692	4 
693	7 
694	11 
695	10 
696	4 
697	11 
698	9 
699	9 
700	3 
701	4 
702	2 
703	1 8 
704	10 
705	3 
706	5 
707	6 
708	12 
709	11 
710	7 9 
711	6 
712	2 3 
713	9 
714	6 
715	4 
716	1 
717	3 
718	7 
719	1 
720	9 
721	4 
722	12 
723	2 
724	4 
725	3 
726	1 
727	12 
728	5 
729	12 
730	8 
731	8 
732	8 
733	11 
734	5 
735	12 
736	8 
737	4 9 
738	5 
739	7 
740	11 
741	2 
742	2 
743	1 10 
744	10 11 
745	5 
746	2 
747	3 
748	6 
749	12 
750	2 
751	2 
752	11 
753	11 
754	5 
755	5 
756	3 
757	2 
758	11 12 
759	6 
760	2 
761	7 
762	5 
763	1 
764	10 
765	12 
766	4 11 
767	1 
768	3 
769	7 
770	12 
771	1 10 
772	5 
773	8 
774	9 
775	6 
776	8 
777	6 
778	9 
779	5 
780	2 8 
781	12 
782	6 
783	1 
784	11 
785	10 
786	5 
787	7 
788	11 
789	1 
790	11 
791	8 
792	5 
793	12 
794	5 
795	3 
796	4 
797	2 
798	7 
799	1 
800	5 6 
801	11 
802	2 
803	4 
804	7 
805	10 
806	9 
807	12 
808	9 
809	10 
810	5 
811	12 
812	1 
813	4 
814	2 
815	11 
816	6 
817	2 
818	8 
819	5 
820	8 
821	2 
822	11 
823	10 
824	1 
825	8 
826	10 
827	3 
828	10 
829	10 
830	12 
831	3 
832	11 
833	6 
834	3 7 
835	10 
836	7 
837	1 
838	1 12 
839	3 
840	1 5 
841	7 
842	9 
843	9 
844	5 
845	12 
846	9 11 
847	7 10 
848	10 
849	9 
850	12 
851	9 
852	8 
853	9 
854	2 
855	1 
856	8 
857	5 
858	6 
859	6 
860	10 
861	9 
862	4 
863	4 
864	12 
865	5 
866	5 
867	5 
868	8 
869	4 
870	8 
871	8 
872	8 9 
873	2 
874	4 
875	7 
876	6 
877	5 
878	12 
879	1 
880	5 
881	8 
882	5 
883	10 
884	7 
885	5 
886	1 10 
887	8 
888	10 
889	5 
890	6 
891	5 
892	9 
893	7 
894	9 
895	9 
896	6 
897	10 
898	3 10 
899	5 
900	8 
901	2 
902	8 
903	2 
904	11 
905	2 
906	8 
907	12 
908	4 
909	5 
910	10 
911	11 
912	7 
913	12 
914	1 
915	5 
916	1 6 
917	5 
918	8 
919	4 
920	8 
921	9 
922	2 
923	7 
924	12 
925	5 
926	3 
927	6 
928	8 
929	8 
930	10 
931	6 
932	4 
933	9 
934	7 
935	1 
