1	578	0.943445
1	654	1.8658
1	659	1.47559
1	784	2.70083
1	815	2.90736
1	846	3.22106
1	858	3.55416
2	411	0.633581
2	516	0.944256
2	745	1.90011
2	919	4.38959
2	920	4.15334
2	934	4.64742
2	985	3.34039
3	357	0.465379
3	622	1.35168
3	749	1.61673
3	756	1.90055
3	913	4.20155
3	921	4.29941
3	942	4.73342
4	603	0.274518
4	649	0.774073
4	745	1.32256
4	806	2.83952
4	919	3.81203
4	920	3.57579
4	934	4.06987
5	469	1.18835
5	654	2.48644
5	659	2.09623
5	759	2.88072
5	846	3.8417
5	858	4.1748
5	956	4.87576
6	568	0.717089
6	627	5.23832
6	790	2.60658
6	793	2.44249
6	820	3.17776
6	897	3.86467
6	899	3.85965
7	461	3.64829
7	645	1.73152
7	675	1.20336
7	738	2.76738
7	770	2.59194
7	870	3.96207
7	906	4.41208
8	809	0.204221
8	954	2.36958
8	956	2.36741
8	968	2.43133
8	978	2.76445
8	984	3.14677
8	992	3.39703
9	457	0.74069
9	687	2.00719
9	736	2.33039
9	782	2.63745
9	794	2.86265
9	824	2.91899
9	834	3.17093
10	835	0.120726
10	861	2.17013
10	947	2.6024
10	955	2.96557
10	972	3.43005
10	976	3.52874
10	991	4.04002
11	322	0.935618
11	414	3.16228
11	634	1.74085
11	766	2.78367
11	845	3.62455
11	865	3.88961
11	867	3.69396
12	307	0.140523
12	586	0.607449
12	628	1.17141
12	795	2.77156
12	882	4.00847
12	892	3.88231
12	912	4.08607
13	18	1.23187
13	70	0.313464
13	669	2.07729
13	770	3.28555
13	879	4.65426
13	906	5.1057
13	965	1.13127
14	307	0.208198
14	412	0.150914
14	688	2.64619
14	882	4.57051
14	892	4.44435
14	912	4.64811
14	979	1.53493
15	813	1.59577
15	883	0.519193
15	957	2.54941
15	969	2.70178
15	987	3.35249
15	995	3.64079
15	1000	3.97521
16	248	1.82051
16	447	1.9688
16	532	2.35846
16	663	2.78157
16	671	2.69938
16	779	3.524
16	839	4.21484
17	114	0.889808
17	626	2.43312
17	703	2.65141
17	724	0.498384
17	727	3.20757
17	761	3.37452
17	801	4.11184
18	108	0.52693
18	645	2.44385
18	746	2.68788
18	832	1.09115
18	881	4.65348
18	906	5.12441
19	195	0.10653
19	421	0.707977
19	591	1.67846
19	666	2.32356
19	797	3.16371
19	877	3.9755
19	932	4.71256
20	533	4.15692
20	938	1.86153
20	955	2.40758
20	972	2.87206
20	976	2.97074
20	982	3.09944
20	991	3.48202
21	152	0.430796
21	335	2.7
21	376	1.56362
21	685	2.60508
21	740	3.11362
21	797	3.70311
21	932	5.25196
22	701	6.4
22	864	1.02066
22	929	2.34088
22	931	2.3751
22	958	3.11819
22	983	3.6296
22	998	4.18381
23	657	1.64646
23	682	1.57181
23	739	2.06673
23	771	2.51856
23	780	2.48988
23	826	2.96285
23	852	3.41191
24	548	1.32353
24	917	1.89365
24	928	1.82042
24	949	2.52143
24	970	3.12361
24	986	3.59418
24	994	3.71528
25	775	2.17417
25	948	2.06642
25	951	2.10952
25	971	2.64166
25	975	2.73432
25	997	3.58766
25	999	3.58737
26	733	2.23301
26	911	1.12754
26	948	2.17368
26	971	2.74892
26	990	3.28353
26	997	3.69493
26	999	3.69464
27	343	2.7
27	886	1.47859
27	937	2.6174
27	940	2.59505
27	945	2.62883
27	973	3.6052
27	988	3.79942
28	596	0.379968
28	889	1.45161
28	890	1.48463
28	910	2.08167
28	980	3.71572
28	985	3.64552
28	996	3.91167
29	932	3.12061
29	949	2.11999
29	967	2.54309
29	970	2.72218
29	974	2.77695
29	986	3.19275
29	994	3.31384
30	511	4.15692
30	953	2.26623
30	956	2.43784
30	963	2.45434
30	978	2.83488
30	984	3.2172
30	992	3.46746
31	503	1.13753
31	691	1.96254
31	709	1.50685
31	714	2.49263
31	827	3.16494
31	894	4.0179
31	895	3.89266
32	179	0.428827
32	284	0.245412
32	769	2.60518
32	873	4.27263
32	897	4.56063
32	899	4.5556
32	1000	2.08425
33	719	7.00928
33	869	1.28584
33	957	2.34627
33	965	2.74739
33	987	3.14935
33	995	3.43766
33	1000	3.77208
34	603	5.23832
34	886	1.35356
34	945	2.5038
34	950	2.75875
34	961	2.95652
34	973	3.48017
34	988	3.67439
35	480	1.20127
35	681	0.236184
35	822	1.45394
35	892	3.31117
35	970	4.41714
35	974	4.47191
35	986	4.88771
36	129	0.17404
36	486	1.5963
36	576	2.00626
36	721	2.49253
36	739	2.71933
36	826	3.61544
36	852	4.06451
37	356	1.59191
37	413	3.16228
37	548	2.79343
37	553	2.40668
37	607	2.40436
37	789	3.72015
37	799	3.75174
38	800	0.160688
38	943	2.07901
38	959	2.78054
38	960	2.80584
38	962	2.7743
38	964	2.96566
38	979	3.20135
39	649	0.833179
39	745	1.38167
39	752	1.51711
39	808	2.52335
39	818	2.41297
39	919	3.87114
39	934	4.12897
40	888	0.760467
40	955	2.7292
40	968	4.80998
40	972	3.19368
40	976	3.29236
40	977	3.29411
40	982	3.42106
41	574	0.866055
41	850	4.47778
41	887	1.94116
41	901	2.63177
41	949	3.18485
41	970	3.78704
41	986	4.25761
42	238	0.427225
42	956	4.87576
42	965	2.77466
42	987	3.17662
42	989	3.07249
42	995	3.46493
42	1000	3.79935
43	68	1.50574
43	222	2.28176
43	288	2.55329
43	290	2.41673
43	553	3.29862
43	660	5.80948
43	789	4.6121
44	456	3.64829
44	888	1.17631
44	904	1.64656
44	925	2.09932
44	976	3.7082
44	982	3.8369
44	991	4.21948
45	900	1.44513
45	929	2.27779
45	946	2.44113
45	958	3.0551
45	983	3.56651
45	985	3.34039
45	993	3.88262
46	212	0.85984
46	462	3.64829
46	543	2.20221
46	612	2.59261
46	687	2.99809
46	794	3.85354
46	834	4.16183
47	908	1.39522
47	918	1.3443
47	954	2.42422
47	956	2.42205
47	963	2.43855
47	984	3.20142
47	992	3.45168
48	502	1.88647
48	567	1.86327
48	720	7.00928
48	723	2.77135
48	731	2.9512
48	796	3.45008
48	814	3.74583
49	298	1.25065
49	618	2.02011
49	657	2.30326
49	739	2.72353
49	771	3.17535
49	780	3.14668
49	852	4.06871
50	854	0.486163
50	862	0.693608
50	939	2.62564
50	943	2.5353
50	960	3.26213
50	964	3.42195
50	979	3.65764
51	800	0.146471
51	862	1.29151
51	871	2.80049
51	943	3.13321
51	962	3.82849
51	964	4.01985
51	979	4.25554
52	209	0.834706
52	759	2.49647
52	762	2.94537
52	815	3.14375
52	846	3.45745
52	858	3.79055
52	912	2.50367
53	490	3.64829
53	672	0.343174
53	758	0.587968
53	903	2.46301
53	980	4.34618
53	981	4.38984
53	996	4.54214
54	280	1.58756
54	359	1.57257
54	499	4.15692
54	692	2.53707
54	715	2.82694
54	796	3.92412
54	814	4.21987
55	541	0.115108
55	880	2.06417
55	893	2.59803
55	907	2.90718
55	922	2.86546
55	926	2.85756
55	941	3.26126
56	842	0.422117
56	886	1.36424
