1	14 
2	18 
3	22 
4	18 
5	14 
6	1 
7	21 
8	6 
9	24 
10	16 
11	13 
12	3 
13	21 
14	3 
15	25 
16	23 
17	28 
18	21 
19	17 
20	16 
21	17 
22	5 
23	10 
24	27 
25	7 
26	7 
27	4 
28	2 
29	27 
30	6 
31	19 
32	1 
33	25 
34	4 
35	27 
36	10 
37	15 
38	30 
39	18 
40	16 
41	27 
42	25 
43	15 
44	16 
45	5 
46	24 
47	6 
48	26 
49	10 
50	30 
51	30 
52	14 
53	2 
54	26 
55	11 
56	4 
57	2 
58	23 
59	21 
60	30 
61	6 
62	17 
63	28 
64	1 
65	8 
66	19 
67	26 
68	15 
69	28 
70	21 
71	10 
72	10 
73	22 
74	2 
75	16 
76	28 
77	27 
78	28 
79	3 
80	26 
81	2 
82	5 
83	20 
84	25 
85	3 
86	3 
87	12 
88	27 
89	20 
90	23 
91	29 
92	2 
93	4 
94	2 
95	9 
96	26 
97	20 
98	29 
99	20 
100	7 
101	14 
102	9 
103	19 
104	16 
105	4 
106	15 
107	11 
108	21 
109	25 
110	4 
111	15 
112	1 
113	27 
114	28 
115	3 
116	13 
117	16 
118	22 
119	17 
120	22 
121	5 
122	24 
123	3 
124	25 
125	3 
126	7 
127	14 
128	17 
129	10 
130	11 
131	4 
132	25 
133	10 
134	16 
135	23 
136	18 
137	25 
138	23 
139	19 
140	19 
141	18 
142	20 
143	24 
144	30 
145	11 
146	18 
147	26 
148	18 
149	7 
150	12 
151	2 
152	17 
153	25 
154	15 
155	27 
156	12 
157	28 
158	8 
159	23 
160	30 
161	4 
162	28 
163	1 
164	3 
165	3 
166	12 
167	1 
168	19 
169	15 
170	13 
171	4 
172	17 
173	8 
174	23 
175	17 
176	16 
177	25 
178	12 
179	1 
180	6 
181	29 
182	7 
183	25 
184	24 
185	16 
186	10 
187	6 
188	7 
189	22 
190	8 
191	1 
192	30 
193	21 
194	3 
195	17 
196	11 
197	5 
198	11 
199	21 
200	28 
201	17 
202	18 
203	2 
204	28 
205	5 
206	4 
207	30 
208	2 
209	14 
210	29 
211	18 
212	24 
213	4 
214	22 
215	26 
216	25 
217	22 
218	3 
219	22 
220	20 
221	5 
222	15 
223	8 
224	11 
225	13 
226	27 
227	17 
228	8 
229	30 
230	3 
231	18 
232	10 
233	6 
234	12 
235	16 
236	21 
237	6 
238	25 
239	5 
240	17 
241	4 
242	3 
243	22 
244	20 
245	12 
246	11 
247	17 
248	23 
249	16 
250	2 
251	16 
252	18 
253	14 
254	16 
255	4 
256	22 
257	5 
258	18 
259	7 
260	24 
261	14 
262	5 
263	21 
264	27 
265	8 
266	11 
267	20 
268	5 
269	1 
270	1 
271	12 
272	16 
273	7 
274	13 
275	3 
276	14 
277	18 
278	19 
279	11 
280	26 
281	20 
282	7 
283	13 
284	1 
285	7 
286	26 
287	6 
288	15 
289	17 
290	15 
291	20 
292	7 
293	25 
294	1 
295	4 
296	23 
297	2 
298	10 
299	14 
300	13 
301	21 
302	27 
303	27 
304	23 
305	12 
306	5 
307	3 
308	30 
309	3 
310	12 
311	11 
312	29 
313	2 
314	13 
315	23 
316	22 
317	1 
318	9 
319	13 
320	3 
321	30 
322	13 
323	4 
324	30 
325	9 
326	17 
327	28 
328	22 
329	7 
330	2 
331	11 
332	5 
333	22 
334	7 
335	28 
336	17 
337	29 
338	11 
339	23 
340	20 
341	23 
342	11 
343	14 
344	14 
345	20 
346	6 
347	4 
348	25 
349	25 
350	2 
351	1 
352	11 
353	11 
354	16 
355	24 
356	15 
357	22 
358	8 
359	26 
360	19 
361	2 
362	6 
363	30 
364	5 
365	14 
366	16 
367	24 
368	27 
369	25 
370	1 
371	25 
372	20 
373	19 
374	30 
375	7 
376	17 
377	19 
378	25 
379	9 
380	7 
381	18 
382	16 
383	6 
384	17 
385	16 
386	4 
387	4 
388	12 
389	12 
390	12 
391	28 
392	4 
393	8 
394	9 
395	9 
396	20 
397	27 
398	12 
399	30 
400	22 
401	12 
402	30 
403	30 
404	21 
405	10 
406	2 
407	25 
408	4 
409	6 
410	1 
411	18 
412	3 
413	18 
414	2 
415	5 
416	25 
417	7 
418	22 
419	27 
420	11 
421	17 
422	2 
423	15 
424	17 
425	4 
426	5 
427	21 
428	27 
429	9 
430	25 
431	9 
432	4 
433	19 
434	29 
435	29 
436	2 
437	6 
438	9 
439	16 
440	21 
441	17 
442	16 
443	11 
444	10 
445	19 
446	7 
447	23 
448	3 
449	5 
450	5 
451	12 
452	27 
453	6 
454	27 
455	7 
456	15 
457	24 
458	9 
459	13 
460	12 
461	8 
462	7 
463	9 
464	10 
465	29 
466	1 
467	18 
468	9 
469	14 
470	14 
471	26 
472	29 
473	18 
474	13 
475	23 
476	22 
477	29 
478	23 
479	7 
480	27 
481	2 
482	22 
483	22 
484	25 
485	1 
486	10 
487	19 
488	4 
489	29 
490	15 
491	30 
492	10 
493	7 
494	24 
495	2 
496	6 
497	9 
498	11 
499	2 
500	12 
501	30 
502	26 
503	19 
504	17 
505	29 
506	12 
507	15 
508	1 
509	4 
510	25 
511	19 
512	22 
513	12 
514	21 
515	5 
516	18 
517	19 
518	24 
519	1 
520	7 
521	21 
522	29 
523	15 
524	21 
525	3 
526	30 
527	8 
528	25 
529	4 
530	18 
531	14 
532	23 
533	6 
534	27 
535	17 
536	12 
537	30 
538	18 
539	1 
540	28 
541	11 
542	20 
543	24 
544	5 
545	29 
546	9 
547	26 
548	15 
549	4 
550	19 
551	4 
552	27 
553	15 
554	29 
555	6 
556	25 
557	30 
558	27 
559	8 
560	29 
561	8 
562	8 
563	27 
564	11 
565	2 
566	7 
567	26 
568	1 
569	12 
570	24 
571	14 
572	2 
573	18 
574	27 
575	18 
576	10 
577	25 
578	14 
579	9 
580	2 
581	27 
582	16 
583	13 
584	22 
585	21 
586	3 
587	12 
588	11 
589	8 
590	21 
591	17 
592	12 
593	25 
594	26 
595	24 
596	2 
597	9 
598	6 
599	20 
600	3 
601	26 
602	12 
603	18 
604	2 
605	9 
606	17 
607	15 
608	13 
609	13 
610	19 
611	28 
612	24 
613	8 
614	19 
615	16 
616	23 
617	25 
618	20 
619	30 
620	4 
621	30 
622	22 
623	9 
624	27 
625	16 
626	28 
627	29 
628	3 
629	22 
630	7 
631	19 
632	29 
633	7 
634	13 
635	24 
636	27 
637	14 
638	25 
639	7 
640	25 
641	18 
642	6 
643	9 
644	5 
645	21 
646	8 
647	9 
648	13 
649	18 
650	16 
651	8 
652	2 
653	26 
654	14 
655	17 
656	6 
657	10 
658	7 
659	14 
660	23 
661	20 
662	18 
663	23 
664	2 
665	27 
666	17 
667	5 
668	20 
669	21 
670	28 
671	17 
672	2 
673	19 
674	27 
675	21 
676	22 
677	24 
678	20 
679	6 
680	7 
681	27 
682	10 
683	9 
684	4 
685	17 
686	15 
687	24 
688	3 
689	7 
690	8 
691	19 
692	26 
693	9 
694	13 
695	22 
696	19 
697	13 
698	23 
699	22 
700	1 
701	3 
702	8 
703	28 
704	6 
705	16 
706	8 
707	15 
708	21 
709	16 
710	20 
711	25 
712	5 
713	8 
714	19 
715	26 
716	11 
717	8 
718	29 
719	12 
720	5 
721	10 
722	11 
723	26 
724	19 
725	25 
726	27 
727	28 
728	2 
729	2 
730	7 
731	26 
732	5 
733	27 
734	28 
735	2 
736	24 
737	4 
738	21 
739	10 
740	17 
741	12 
742	8 
743	30 
744	11 
745	18 
746	21 
747	6 
748	16 
749	22 
750	19 
751	16 
752	18 
753	29 
754	4 
755	6 
756	13 
757	6 
758	2 
759	14 
760	6 
761	28 
762	14 
763	25 
764	30 
765	27 
766	13 
767	6 
768	5 
769	1 
770	21 
771	10 
772	11 
773	27 
774	9 
775	9 
776	6 
777	29 
778	8 
779	23 
780	10 
781	19 
782	24 
783	18 
784	14 
785	13 
786	7 
787	27 
788	12 
789	15 
790	1 
791	12 
792	5 
793	1 
794	24 
795	3 
796	26 
797	17 
798	11 
799	15 
800	30 
801	28 
802	20 
803	17 
804	16 
805	11 
806	18 
807	5 
808	18 
809	6 
810	7 
811	11 
812	30 
813	3 
814	26 
815	14 
816	22 
817	8 
818	18 
819	5 
820	1 
821	27 
822	27 
823	2 
824	24 
825	19 
826	10 
827	19 
828	27 
829	1 
830	22 
831	13 
832	7 
833	16 
834	24 
835	16 
836	29 
837	8 
838	22 
839	23 
840	20 
841	2 
842	4 
843	8 
844	21 
845	13 
846	14 
847	30 
848	19 
849	2 
850	11 
851	6 
852	10 
853	7 
854	30 
855	22 
856	5 
857	25 
858	14 
859	6 
860	25 
861	2 
862	30 
863	25 
864	5 
865	13 
866	5 
867	13 
868	5 
869	25 
870	21 
871	12 
872	5 
873	1 
874	17 
875	8 
876	5 
877	17 
878	22 
879	21 
880	11 
881	21 
882	3 
883	25 
884	4 
885	5 
886	4 
887	27 
888	16 
889	2 
890	2 
891	5 
892	3 
893	11 
894	19 
895	19 
896	8 
897	1 
898	6 
899	1 
900	5 
901	27 
902	12 
